State,City,Income,Poverty,Highschool
SC,Kershaw town,32596.0,34.4,82.2
NC,Trent Woods town,85951.0,3.1,98.2
IN,Chesterton town,71892.0,8.7,92.9
WA,Trout Lake CDP,57115.0,18.8,95.9
IL,Shawneetown,29318.0,21.8,88.9
TX,New Waverly,24375.0,42.5,84.2
CO,Avondale CDP,40667.0,37.9,86.7
NJ,Atlantic Highlands borough,88024.0,6.4,96.7
CA,Samoa CDP,39583.0,34.3,84.9
KS,Holcomb,65521.0,13.1,81.6
MO,Lilbourn,22464.0,35.2,63.2
SD,Turton town,58250.0,11.6,86.7
MN,Slayton,43472.0,14.1,85.1
ND,Velva,40956.0,24.8,88.0
LA,Norco CDP,66534.0,7.9,87.0
MN,Staples,35000.0,17.9,88.6
NE,Pawnee,31477.0,22.2,92.8
IL,Toluca,46250.0,6.9,86.4
MD,Pikesville CDP,78891.0,6.8,96.1
MN,Lakeville,95130.0,5.5,96.4
VA,King George CDP,83208.0,5.6,90.3
MN,Revere,28125.0,20.0,79.7
MI,Burton,43957.0,21.6,89.4
AZ,Bylas CDP,24028.0,56.9,72.3
PA,Trexlertown CDP,61629.0,5.2,94.8
IL,Millstadt village,66492.0,4.2,91.6
MD,Prince Frederick CDP,33469.0,13.4,82.7
MI,Luna Pier,48462.0,16.9,86.7
PA,Granville CDP,40972.0,20.0,85.7
MA,Baldwinville CDP,57083.0,3.5,89.6
NY,Golden's Bridge CDP,122406.0,2.2,99.2
OR,Hermiston,46141.0,21.9,77.9
KS,Greensburg,38571.0,12.9,91.4
CA,Cold Springs CDP (El Dorado County),49886.0,29.0,97.0
IL,Muddy village,38125.0,7.7,88.2
KY,Vine Grove,56576.0,3.8,94.9
WV,Bradshaw town,28750.0,36.5,66.0
GA,Buckhead town,38636.0,17.6,84.8
VA,Leesburg town,103238.0,5.8,89.7
IL,Roseville village,42406.0,11.8,88.8
FL,Silver Lake CDP,61141.0,17.9,93.5
AZ,Fort Valley CDP,111345.0,9.1,97.0
PA,Star Junction CDP,41382.0,8.1,90.6
PA,Spring House CDP,79016.0,10.7,98.2
TX,Zavalla,28500.0,35.2,72.2
NC,Tobaccoville village,57012.0,10.9,92.2
MO,Ladue,182875.0,1.4,99.0
CA,Tahoma CDP,42500.0,13.6,90.2
CT,Rockville CDP,36778.0,18.0,87.0
SC,Monetta town,28750.0,29.8,83.7
IL,Flossmoor village,94074.0,2.4,97.7
IL,St. Charles,86150.0,4.8,93.7
IN,Pennville town,36719.0,18.9,82.4
KS,Westphalia,34625.0,31.8,86.6
CO,Aristocrat Ranchettes CDP,50403.0,4.3,71.6
FL,Paisley CDP,31071.0,56.1,65.5
OR,Glasgow CDP,36012.0,4.7,95.7
MD,Hagerstown,39251.0,26.8,83.0
IL,New Milford village,55000.0,14.5,85.3
WI,Arena village,50000.0,11.7,90.3
OR,Independence,44454.0,24.8,83.2
OH,Wetherington CDP,162132.0,1.9,98.1
TX,Robstown,30900.0,35.4,65.6
OK,Manitou town,24250.0,48.6,68.9
GA,Ellijay,28836.0,38.0,70.9
NE,Talmage village,34125.0,19.2,73.4
PA,Cornwall borough,74044.0,1.5,93.5
OH,Loudonville village,36908.0,21.3,87.3
CA,Sisquoc CDP,44500.0,9.3,82.8
AR,Bradford,28125.0,29.9,76.2
NE,Ruskin village,30000.0,22.4,92.9
AL,York,17399.0,46.8,77.1
CA,Mill Valley,143005.0,3.3,97.8
IL,Henry,48984.0,14.0,90.5
NC,King,52093.0,9.1,89.1
ND,Regent,50625.0,13.2,93.9
ND,Bowdon,33750.0,9.8,84.8
AL,Saraland,52621.0,11.2,85.4
IL,Marengo,57955.0,11.3,88.9
OR,North Plains,72212.0,0.5,91.8
AR,De Queen,30048.0,29.8,53.2
ID,Firth,48250.0,14.8,81.6
OK,Mountain Park town,33750.0,23.7,88.0
PA,Woodland Heights CDP,55110.0,18.6,95.3
ID,Heyburn,43702.0,16.7,68.9
IA,St. Joseph CDP,45625.0,33.3,80.0
AK,Hughes,32500.0,21.0,92.6
OH,Rossmoyne CDP,43674.0,19.4,89.4
OH,Peebles village,27742.0,30.3,70.4
IL,Armington village,41875.0,11.5,91.7
OH,Rossburg village,48636.0,7.5,89.2
MO,Houston,24231.0,31.1,81.2
TX,Hartley CDP,49583.0,16.2,44.0
AK,Chalkyitsik CDP,29375.0,36.6,88.7
FL,Miami Shores village,97500.0,7.9,94.0
MI,Freeport village,55368.0,12.1,92.7
NJ,Oceanport borough,90238.0,11.3,94.4
ND,Halliday,51058.0,9.3,90.9
FL,East Lake CDP,76634.0,6.2,95.8
OH,Versailles village,46705.0,7.6,88.4
NY,Parish village,54444.0,13.4,93.1
CO,Black Hawk,38500.0,20.0,96.6
MI,Bangor,33258.0,23.8,76.8
PA,South New Castle borough,41944.0,17.3,89.2
TX,Presidio,25668.0,24.3,39.1
MN,Grand Marais,40000.0,15.4,95.7
CA,Burlingame,94500.0,6.9,96.6
ID,Bellevue,45843.0,11.3,85.5
PA,East Butler borough,44000.0,5.7,88.6
PA,Howard borough,49375.0,3.5,94.2
CA,Delano,35933.0,30.3,55.0
IA,Ackley,44063.0,13.8,87.1
OR,Wood Village,37140.0,33.2,74.8
PA,Honey Brook borough,60813.0,7.0,89.4
TX,Spade CDP,42708.0,21.8,89.3
PA,Reiffton CDP,82627.0,3.7,95.5
IL,Henderson village,48542.0,13.2,84.7
SC,Garden CDP,41916.0,10.8,88.8
KY,Langdon Place,91250.0,4.5,96.3
CA,Zayante CDP,81513.0,7.7,96.4
CO,Paonia town,40759.0,12.9,93.7
CT,Woodmont borough,82143.0,2.7,96.9
ND,Gackle,41563.0,12.3,82.5
CA,Hornbrook CDP,30893.0,34.9,79.6
WV,Durbin town,31477.0,32.1,80.0
PA,Kersey CDP,51953.0,2.9,88.9
IL,Evergreen Park village,64385.0,8.2,92.9
NY,Angola village,52950.0,11.2,90.1
IN,Cedar Lake town,61651.0,9.6,88.0
KY,Fleming-Neon,20917.0,47.7,62.3
MI,Sandusky,26888.0,21.3,84.6
OH,Waynesville village,58711.0,11.6,90.9
IL,Lake Bluff village,145500.0,4.1,99.3
IL,LaSalle,41706.0,16.2,86.1
IN,English town,17438.0,39.6,67.1
MN,Winthrop,48828.0,19.0,84.1
WV,Frank CDP,20179.0,53.4,100.0
WA,Wilderness Rim CDP,96750.0,0.0,93.2
WV,Jefferson CDP,28681.0,45.6,67.7
NY,Corning,51022.0,17.9,93.2
CA,Garberville CDP,33239.0,16.6,82.9
CO,Weston CDP,39167.0,21.6,80.4
CO,Brookside town,47679.0,9.0,92.8
PA,West Pittston borough,48090.0,12.8,92.7
IN,Idaville CDP,56071.0,5.5,92.5
NJ,Bergenfield borough,79000.0,7.6,89.3
NY,Perry village,46462.0,14.6,86.7
AZ,Winslow West CDP,23393.0,48.1,56.5
AZ,Dewey-Humboldt town,44167.0,12.1,89.0
WA,Frederickson CDP,69032.0,10.5,92.1
MN,Zumbrota,45947.0,12.7,93.5
MO,Wheaton,29779.0,20.5,86.7
KS,Glen Elder,40500.0,7.4,96.0
OH,Tuppers Plains CDP,45556.0,46.0,91.7
CA,Marysville,34566.0,28.6,81.4
DE,Hockessin CDP,121680.0,2.8,94.8
NJ,Audubon borough,79000.0,5.6,93.7
TN,Lebanon,41515.0,16.3,81.9
IA,Dakota,42708.0,6.9,90.1
WA,Marcus town,35250.0,28.8,85.5
TN,Church Hill,43902.0,14.2,87.0
CA,East Rancho Dominguez CDP,44127.0,23.8,52.7
CT,Mansfield Center CDP,93750.0,8.8,96.1
OH,Mount Carmel CDP,43235.0,13.8,85.7
KS,Eudora,58857.0,11.3,91.7
MA,New Bedford,37574.0,23.4,71.5
CA,Baker CDP,30750.0,23.0,63.9
NM,El Cerro Mission CDP,35901.0,28.2,60.7
KS,Sharon,50313.0,10.3,85.8
OK,Pocola town,37944.0,21.8,88.7
IA,Conesville,42692.0,22.6,62.4
WA,Sammamish,147349.0,2.9,98.2
ND,Fessenden,55909.0,1.3,94.2
PA,Wyano CDP,47875.0,16.3,85.7
FL,Belleair town,70691.0,3.4,96.0
FL,Pine Island Center CDP,38734.0,16.9,89.1
MN,Elmore,34205.0,18.5,84.4
MO,Normandy,28983.0,27.4,86.3
MT,Dixon CDP,25000.0,35.3,89.6
OH,Willard,40648.0,25.1,78.8
TN,Ridgetop,63486.0,2.4,88.8
FL,Harbor Bluffs CDP,85234.0,6.4,97.9
IA,Badger,60536.0,4.9,97.9
OK,Chattanooga town,41161.0,22.5,91.1
CA,Fort Jones,36136.0,35.1,89.1
IN,Burnettsville town,41161.0,15.1,91.4
IA,Peterson,38750.0,10.0,88.9
WI,Coon Valley village,50156.0,9.9,92.4
WA,Grayland CDP,25938.0,30.9,93.0
NY,Nunda village,40167.0,23.1,89.9
ND,Wimbledon,52500.0,3.6,96.4
AR,Portia town,24625.0,27.9,66.4
PA,Bally borough,57193.0,5.6,90.2
CA,Kernville CDP,49767.0,10.5,96.2
MD,Chevy Chase Village town,250000.0,2.2,97.9
MI,Pilgrim CDP,95568.0,8.0,100.0
IL,Flat Rock village,43250.0,14.4,93.8
CA,Calistoga,52733.0,16.3,71.8
WY,Taylor CDP,77917.0,0.0,100.0
NJ,Lake Mohawk CDP,121849.0,3.3,97.4
OK,Tyrone town,51875.0,21.7,78.4
KY,Fredonia,43750.0,19.2,87.7
MI,South Boardman CDP,41833.0,14.4,87.5
CO,Grand Lake town,51667.0,6.1,96.5
NM,Zuni Pueblo CDP,35752.0,37.5,72.4
NC,Robbinsville town,16250.0,31.6,66.3
WA,Hazel Dell CDP,48452.0,14.1,88.5
FL,Ives Estates CDP,46985.0,16.5,88.0
NE,Riverdale village,60000.0,6.0,93.7
CA,Fairfax town,91607.0,6.8,97.4
MN,Nett Lake CDP,26667.0,30.0,79.1
NE,Hastings,46443.0,13.4,89.4
TX,Industry,47750.0,5.6,80.9
OK,Eagletown CDP,26250.0,29.6,85.1
CA,Tamalpais-Homestead Valley CDP,138650.0,4.3,98.3
IA,Terril,35625.0,9.3,88.9
OH,New Lebanon village,39690.0,22.3,88.3
WA,West Clarkston-Highland CDP,39754.0,16.5,89.3
PA,Cherry Valley borough,43750.0,3.8,100.0
NC,Ruffin CDP,70132.0,17.2,88.4
MO,Ionia town,33750.0,21.8,74.7
MS,Carrollton town,36023.0,41.1,93.4
OH,Franklin Furnace CDP,30714.0,30.8,74.8
TN,Kingston Springs town,65767.0,12.5,91.9
CT,Madison Center CDP,60250.0,8.1,95.8
IA,Ellsworth,53393.0,9.8,94.0
NC,Nags Head town,55051.0,9.3,96.1
AL,Opp,34695.0,25.9,77.4
NJ,Iselin CDP,81843.0,5.8,89.4
IA,Garwin,49531.0,6.0,94.5
SD,Lake Preston,39044.0,9.0,91.5
ND,Porcupine CDP,43750.0,29.3,100.0
WI,Adell village,68000.0,5.2,96.1
GA,Demorest,48750.0,12.1,88.7
CT,North Granby CDP,119938.0,1.9,98.5
LA,Grayson village,31000.0,15.4,76.4
OH,New Boston village,16234.0,41.3,78.1
SC,Plum Branch town,39688.0,17.0,97.4
TN,Tullahoma,35798.0,19.5,87.3
IA,Persia,55714.0,11.7,91.3
GA,Bronwood town,46667.0,38.2,52.6
NY,Davenport Center CDP,50063.0,2.6,85.8
IL,Kampsville village,34375.0,22.8,91.3
PA,Emigsville CDP,49622.0,7.6,88.2
TX,Dickinson,68324.0,11.1,81.4
CO,Fleming town,41875.0,24.3,97.7
WY,Ranchester town,57381.0,11.2,96.3
TN,Fairfield CDP,40833.0,2.6,34.5
NJ,Mystic Island CDP,54808.0,10.6,89.4
HI,Wailua CDP,54594.0,10.1,91.7
AK,Red Devil CDP,51875.0,31.8,66.7
SC,Blackville town,22413.0,35.9,75.0
TX,Hewitt,70348.0,4.5,93.1
PA,Clarksville borough,58125.0,19.5,85.5
MD,Golden Beach CDP,96849.0,2.7,92.1
NJ,Seaside Park borough,72981.0,6.8,97.7
TX,Ganado,44659.0,21.5,65.9
CO,Coaldale CDP,40536.0,0.0,100.0
OH,Stewart CDP,46250.0,26.8,86.9
NY,Freeville village,64375.0,10.9,99.2
WI,Racine,41455.0,21.6,80.9
UT,Wallsburg town,84583.0,0.5,95.2
MI,Copemish village,24063.0,26.1,87.2
IL,Greenfield,35417.0,16.1,85.0
AZ,Miracle Valley CDP,37143.0,5.0,70.9
MO,Quitman town,16250.0,37.8,65.5
SD,Colonial Pine Hills CDP,80400.0,6.7,95.0
TX,Ovilla,90000.0,3.4,94.8
MI,McBain,32596.0,18.4,83.9
IN,Dunreith town,45417.0,29.3,89.0
PA,Chest Springs borough,47500.0,15.3,90.4
CT,Putnam CDP,46099.0,10.7,90.3
AR,Louann town,30000.0,22.7,86.3
MN,South End CDP,13750.0,61.9,45.5
MO,McCord Bend village,22500.0,52.1,68.6
AR,Emmet,34844.0,38.4,81.0
IL,Carthage,47827.0,7.5,90.2
OR,Westport CDP,40865.0,1.9,87.4
TX,Calvert,19677.0,48.1,78.3
IL,Alton,36250.0,24.4,90.3
WI,Washburn,40319.0,17.5,94.7
NC,Wallace town,30194.0,19.6,73.3
SD,Tea,76078.0,3.6,96.2
MN,Lonsdale,67792.0,10.7,96.1
OR,Prineville,30291.0,28.7,86.2
TX,Solis CDP,48429.0,12.9,71.5
PA,Orrstown borough,46250.0,15.1,79.3
AL,Alexander,29874.0,30.4,78.1
MO,Grantwood Village town,110750.0,5.4,97.5
MN,Bayport,64013.0,7.4,91.3
MO,Union,43189.0,10.8,87.2
IL,Buckner village,25139.0,33.6,86.8
IA,Coburg,43125.0,2.1,76.0
KS,Clyde,43875.0,6.0,90.8
TX,Forney,74718.0,7.8,94.3
MI,Bellevue village,43750.0,10.9,90.2
WI,Bonduel village,45729.0,13.5,92.6
TX,Holiday Lakes town,30833.0,35.9,61.6
VA,Fincastle town,64250.0,22.9,85.9
ME,Madison CDP,35718.0,22.7,86.7
OH,Flushing village,34688.0,18.5,91.3
AL,Attalla,37191.0,20.3,76.0
PA,Wolfdale CDP,50739.0,16.5,85.8
OK,Limestone CDP,71618.0,4.0,88.9
IN,La Crosse town,45625.0,8.8,91.0
GA,Barnesville,28625.0,33.3,84.0
NH,Littleton CDP,36550.0,19.0,86.4
TX,Buchanan Lake Village CDP,27857.0,9.0,80.2
AL,Linden,29722.0,25.1,87.1
CA,Lake Almanor Country Club CDP,76667.0,2.2,98.8
MI,Vineyard Lake CDP,36333.0,10.3,95.4
TX,Shoreacres,107639.0,4.2,95.7
NH,Walpole CDP,46061.0,2.3,100.0
CA,Coleville CDP,40278.0,0.0,100.0
MO,Purdin,16389.0,55.7,69.6
NC,Moyock CDP,82423.0,5.0,95.0
TX,Shepherd,32763.0,31.5,74.9
LA,Newellton town,20978.0,41.3,81.4
TN,Gallatin,47957.0,12.8,85.1
TX,Iglesia Antigua CDP,31094.0,45.6,48.4
OH,St. Johns CDP,60156.0,0.0,92.5
VA,Grundy town,40066.0,12.9,81.3
MO,Elsberry,37962.0,18.6,83.3
NM,Madrid CDP,28250.0,21.9,100.0
MS,Pass Christian,46992.0,18.9,89.1
IL,South Barrington village,173650.0,5.5,98.8
PA,Pleasant Gap CDP,56339.0,6.7,96.2
WI,Mishicot village,55329.0,5.0,90.7
WI,Dellwood CDP,35114.0,25.8,89.1
CA,North Highlands CDP,39430.0,27.5,83.4
MN,Plainview,55226.0,8.2,96.6
MO,Bridgeton,45858.0,15.1,91.1
NY,Piermont village,92445.0,5.6,94.9
PA,Ashville borough,37500.0,17.1,85.9
VA,West Point town,62734.0,13.2,91.5
PA,Freeport borough,44091.0,11.3,90.8
TX,Big Spring,45650.0,17.5,76.5
PA,Richland borough,56424.0,9.1,85.3
NY,Romulus CDP,55227.0,11.6,83.5
IA,Grandview,45250.0,12.0,87.1
NY,West End CDP,50030.0,16.9,89.1
TX,New Braunfels,59721.0,9.5,88.8
VA,Pembroke town,39474.0,16.1,83.4
OH,Trotwood,32563.0,27.1,84.7
OR,Stafford CDP,127396.0,8.0,93.8
OH,Homeworth CDP,54306.0,2.6,83.5
CA,Descanso CDP,68750.0,10.6,91.5
WA,Walnut Grove CDP,63863.0,6.0,92.0
VA,Newington Forest CDP,119000.0,2.5,95.8
SD,Johnson Siding CDP,90735.0,0.0,92.3
TN,Tracy town,23750.0,32.9,68.5
MO,Castle Point CDP,33077.0,40.2,80.6
NY,Greece CDP,48028.0,8.4,91.8
FL,Key Largo CDP,56805.0,14.6,87.1
MI,Bingham Farms village,102083.0,1.9,99.6
MS,Belzoni,21607.0,36.8,64.7
SC,Gantt CDP,30694.0,29.5,72.9
MI,Comstock Park CDP,38816.0,25.2,83.7
NV,Carter Springs CDP,48750.0,7.1,85.6
PA,West Easton borough,53534.0,14.4,85.5
SC,Springfield town,34375.0,24.0,79.0
OR,Alsea CDP,55417.0,2.1,93.5
NJ,Madison borough,110040.0,5.7,95.5
AL,Guin,23000.0,37.5,75.4
TX,Maypearl,60789.0,5.9,93.8
FL,Odessa CDP,55368.0,6.7,90.6
PA,Lincoln borough,48393.0,9.2,92.2
SD,Altamont town,41750.0,0.0,70.0
CA,Bootjack CDP,41796.0,7.7,94.7
IA,Clemons,58750.0,2.4,92.9
VA,Templeton CDP,22692.0,19.3,66.7
NY,Deferiet village,50000.0,20.6,90.9
WA,Montesano,60563.0,4.2,93.3
IA,Robins,110188.0,0.7,97.4
WV,Beverly town,22917.0,39.5,75.4
WY,Shoshoni town,40903.0,14.5,89.8
FL,Naples Manor CDP,35682.0,25.7,44.6
CO,Hillrose town,33750.0,21.9,84.6
MN,St. Marys Point,75208.0,7.1,98.0
TN,Cumberland town,18750.0,43.6,84.9
SD,Salem,49750.0,9.4,91.3
VA,Merrifield CDP,108154.0,7.0,94.6
TX,El Lago,105972.0,7.5,95.2
MD,Glenn Dale CDP,114866.0,6.9,91.8
MO,Renick village,38750.0,19.2,97.0
MD,Marlton CDP,100502.0,3.8,96.0
PA,Midland borough,22907.0,36.9,77.9
AZ,So-Hi CDP,22750.0,18.8,82.7
TX,Las Lomas CDP,24934.0,49.6,28.6
KS,Bucklin,51364.0,10.1,89.2
WA,South Cle Elum town,55250.0,7.1,91.9
FL,Daytona Beach,27901.0,31.7,86.3
PA,Williamsburg borough,40667.0,21.6,89.5
TX,Linden,25690.0,27.4,82.3
IA,Granville,59167.0,7.6,91.6
FL,Dade,31497.0,32.2,78.8
TX,Amherst,44904.0,23.8,72.9
FL,Warrington CDP,36026.0,25.7,87.5
IA,Archer,46667.0,33.5,93.3
LA,Delta village,21688.0,18.8,85.3
VA,Huntington CDP,86970.0,6.7,91.6
NC,Waynesville town,36473.0,18.6,83.1
MN,Taconite,54808.0,12.8,91.5
KS,Highland,40625.0,12.6,92.4
MD,Chesapeake Beach town,95086.0,12.2,96.5
MD,Olney CDP,133121.0,2.6,95.2
MO,Foster village,78750.0,18.6,86.9
WA,Royal,30492.0,39.5,33.1
TX,Escobares,18636.0,55.3,38.2
IA,Northwood,39583.0,18.8,89.4
CA,Placerville,45788.0,18.5,89.2
WI,Mineral Point,48698.0,14.9,94.1
SC,Promised Land CDP,27875.0,21.2,56.5
CA,Lincoln,72399.0,9.1,93.0
TX,Cienegas Terrace CDP,41645.0,29.3,43.8
KS,Herndon,38125.0,21.8,88.0
VT,Readsboro CDP,27917.0,18.8,71.6
WV,Eleanor town,51414.0,3.6,95.0
KY,Russellville,30743.0,27.4,74.3
MI,Berkley,73111.0,5.1,96.0
CA,Casmalia CDP,67679.0,0.0,53.3
NJ,White Meadow Lake CDP,116623.0,1.6,97.7
IL,Pontiac,47805.0,15.1,84.1
TX,Nazareth,56875.0,5.3,97.8
OR,Melrose CDP,44250.0,18.4,81.5
PA,Thorndale CDP,82561.0,2.9,94.1
OH,McCutchenville CDP,46086.0,4.3,95.3
WA,Salmon Creek CDP,71314.0,11.2,92.4
WI,Clyman village,45417.0,16.9,87.7
LA,French Settlement village,51932.0,19.1,89.6
IA,Iowa,42375.0,28.2,95.1
ME,Howland CDP,36375.0,27.4,85.1
MT,West Glendive CDP,64180.0,4.5,94.4
MA,West Brookfield CDP,51350.0,6.7,87.6
PA,South Temple CDP,67549.0,9.7,88.2
NJ,Pleasant Plains CDP,144359.0,0.0,98.2
NH,Somersworth,54868.0,13.6,91.6
TX,Castle Hills,83333.0,8.2,89.3
KS,Rolla,54583.0,8.9,84.2
OR,Gearhart,49125.0,19.7,95.0
TN,Harrison CDP,51967.0,5.9,89.5
IA,Leon,36172.0,22.3,86.5
OK,Hinton town,52212.0,12.8,78.8
PA,North Wales borough,63970.0,8.5,96.0
OH,Oak Harbor village,42917.0,13.9,94.7
WA,Napavine,44432.0,14.4,88.6
PA,Wiconsico CDP,37125.0,16.2,81.4
MT,Helena Valley Northeast CDP,65417.0,10.6,94.6
NY,Edwards CDP,35625.0,19.7,87.1
OR,Albany,47150.0,19.8,89.9
NH,Bennington CDP,54583.0,8.4,97.7
UT,Salt Lake,47243.0,20.3,87.4
FL,North Key Largo CDP,132750.0,21.0,97.4
KS,Meade,52284.0,10.6,91.8
TX,Evant town,39250.0,27.9,78.2
IA,Greenville,41250.0,25.8,84.7
FL,Nassau Village-Ratliff CDP,57766.0,9.5,88.8
GA,Hoschton,63676.0,7.9,82.7
PA,Blue Ridge Summit CDP,43487.0,7.4,92.4
KS,Salina,44710.0,17.7,88.7
CO,Silver Cliff town,26458.0,41.1,86.7
AR,Winchester town,15750.0,64.0,71.2
IA,Manilla,35536.0,15.0,86.3
MI,Riverview,49796.0,13.4,87.2
TX,Brownfield,36051.0,14.6,68.5
IA,Center Junction,55000.0,2.2,86.4
MS,Nettleton,26750.0,27.9,76.1
NC,Glen Raven CDP,43383.0,21.3,81.7
SC,Bucksport CDP,24196.0,31.3,80.0
CA,Agoura Hills,113658.0,5.8,95.1
WA,Clover Creek CDP,59848.0,10.7,91.4
OH,Catawba village,42188.0,30.5,93.9
AZ,Paulden CDP,42794.0,21.8,84.8
NC,Forest Oaks CDP,70810.0,8.7,96.5
AL,Geiger town,45125.0,19.5,71.3
AR,Lakeview,38523.0,19.4,92.7
NM,Milan village,30179.0,36.3,65.7
PA,Plains CDP,45883.0,11.1,92.7
FL,Bell town,38529.0,19.1,80.1
MO,Parkville,117955.0,11.5,95.8
NM,Paraje CDP,28523.0,35.2,88.5
NJ,Cliffwood Beach CDP,73170.0,5.1,92.3
OH,North Zanesville CDP,62692.0,8.8,89.1
WY,Guernsey town,51384.0,22.3,91.4
NY,Ravena village,48895.0,12.0,90.8
OK,Verdigris town,60625.0,8.2,93.2
SC,Salem town,40208.0,3.6,79.2
NY,Oriskany village,46394.0,6.6,95.1
NC,Sandyfield town,46667.0,20.6,92.7
CA,Fullerton,65974.0,16.8,86.6
NE,Long Pine,28125.0,8.1,91.9
MO,Crystal Lakes,56458.0,6.5,88.2
NY,Delevan village,36172.0,20.1,87.9
PA,Oakland CDP (Cambria County),41985.0,6.7,90.7
WY,Laramie,39371.0,30.0,96.7
MI,Calumet village,15958.0,50.1,91.4
AK,Kasigluk CDP,43750.0,35.8,68.1
IL,Savanna,33203.0,21.4,82.5
IL,Bensenville village,61520.0,13.9,79.5
IL,Dixon,47924.0,13.7,83.7
MS,Noxapater town,26964.0,21.1,81.6
MI,Clinton village,53281.0,10.9,96.2
NC,Stedman town,51974.0,8.5,87.4
NY,Lancaster village,49991.0,7.4,94.3
RI,Valley Falls CDP,58281.0,10.0,85.8
MO,Blanchard CDP,46250.0,0.0,100.0
WA,Rochester CDP,59409.0,11.7,99.2
SC,Ridgeville town,46875.0,14.8,64.4
OR,Rockaway Beach,37227.0,20.0,93.0
TX,Cockrell Hill,37865.0,24.0,49.6
PA,Plainfield CDP,29926.0,4.4,100.0
SC,Jenkinsville town,55000.0,15.5,83.1
NY,Kings Park CDP,98384.0,5.3,93.5
IL,Grant Park village,60536.0,7.5,93.0
WA,Twisp town,31406.0,22.1,90.2
LA,Brusly town,80403.0,14.0,94.7
ND,Cayuga,29375.0,23.3,97.2
OK,Stonewall town,25250.0,37.2,82.7
IL,Rio village,57614.0,7.4,88.2
VA,Eastville town,50179.0,12.6,92.4
AR,Rison,23750.0,46.1,78.1
GA,Metter,21277.0,35.8,66.2
NH,Jaffrey CDP,35360.0,21.0,83.0
TN,Rockvale CDP,74375.0,0.0,100.0
OK,Kildare town,44583.0,2.8,86.3
OR,Bandon,29668.0,21.7,89.4
WA,Port Townsend,42742.0,12.9,95.7
NE,Gothenburg,57636.0,11.7,89.3
TX,Appleby,58750.0,9.1,93.3
GA,Rochelle,33242.0,16.4,73.7
MD,Bivalve CDP,42688.0,4.8,93.9
PA,Dormont borough,55975.0,6.6,96.2
WV,Oceana town,29125.0,23.9,72.0
NY,Gang Mills CDP,84920.0,7.9,92.3
WA,Erlands Point-Kitsap Lake CDP,56118.0,5.2,92.8
PA,Sandy CDP,37404.0,12.9,91.4
NY,Cheektowaga CDP,48508.0,11.4,90.3
NC,Conetoe town,26000.0,27.3,74.0
MT,Polson,32359.0,21.2,92.7
MA,Blandford CDP,67917.0,8.1,92.8
IN,Ligonier,38953.0,15.7,53.9
IA,Fort Dodge,39315.0,18.3,89.6
CA,Napa,68038.0,9.5,80.9
NC,Matthews town,73137.0,6.1,94.4
MI,Tekonsha village,33375.0,26.1,89.5
MO,Fremont CDP,37303.0,0.0,100.0
CA,West Athens CDP,42051.0,25.7,73.9
OH,Napoleon,44741.0,18.8,88.2
MT,Somers CDP,54193.0,14.6,100.0
OR,Pendleton,46772.0,15.1,90.8
IL,Ridge Farm village,44844.0,13.7,92.0
VT,Bellows Falls village,32330.0,15.8,89.1
TX,Meadowlakes,76402.0,1.3,99.0
UT,Spanish Fork,65294.0,7.1,91.1
ME,Cape Neddick CDP,69194.0,7.3,98.9
OK,Duchess Landing CDP,27292.0,0.0,100.0
NY,Katonah CDP,109952.0,6.6,94.7
CA,Buellton,71667.0,5.6,89.3
IL,Seaton village,41250.0,7.6,89.7
MT,Glasgow,50658.0,15.6,91.7
NY,Water Mill CDP,104569.0,7.5,95.6
WA,Hansville CDP,61442.0,3.8,97.6
NY,Lynbrook village,82189.0,4.9,93.0
NC,Lake Junaluska CDP,62054.0,8.6,94.0
UT,Carbonville CDP,37500.0,22.7,86.8
WI,Ashippun CDP,63839.0,0.0,93.4
IL,Chandlerville village,39792.0,9.8,92.0
CT,Groton Long Point borough,100000.0,3.7,98.9
MO,Lanagan town,26875.0,25.9,60.9
KY,Hollow Creek,73438.0,10.3,96.1
MO,Farber,39792.0,22.5,71.9
FL,Key Biscayne village,121434.0,6.6,98.0
IA,Corwith,37857.0,7.0,90.4
NY,Palatine Bridge village,39000.0,11.7,85.5
WV,Prosperity CDP,39052.0,3.7,84.8
MI,Rogers,39063.0,13.7,88.7
OH,Amsterdam village,39250.0,16.3,75.9
FL,Longwood,56045.0,12.1,90.6
PA,Madison borough,55625.0,4.0,94.0
IA,Bentley CDP,110625.0,0.0,100.0
SD,Alexandria,62292.0,8.9,95.8
IN,Schneider town,39583.0,17.6,87.0
FL,Bonita Springs,53955.0,18.5,84.1
IL,Casey,41179.0,15.0,87.5
ND,Surrey,82500.0,0.0,91.1
FL,Cape Coral,50536.0,14.2,90.4
CA,Hesperia,44874.0,24.8,77.2
TN,Rutherford town,31917.0,24.4,80.5
KY,Fairview,56406.0,6.6,89.0
KS,Kansas,38749.0,24.9,77.8
PA,Jefferson Hills borough,77854.0,3.5,95.9
PA,Millerstown borough,64167.0,11.5,95.0
TX,Mineola,41724.0,16.2,80.9
IA,Sheldahl,56250.0,8.3,92.9
PA,Ligonier borough,48229.0,11.1,96.3
AL,Gurley town,32500.0,30.8,74.5
IA,Balltown,55938.0,4.4,78.2
SD,Langford town,47250.0,13.9,88.5
KY,Bardwell,29044.0,25.9,77.0
KS,Cedar,21250.0,50.0,100.0
